Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
331,Cacnea,G,1,,,62/106,greatencounters,Saya Tsuruta,,,
96,Drowzee,P,1,,,65/106,greatencounters,Ken Sugimori,,,
349,Feebas,W,1,,,67/106,greatencounters,Ken Sugimori,,,
431,Glameow,N,1,,,68/106,greatencounters,Kagemaru Himeno,,,
228,Houndour,F,1,,,69/109,greatencounters,Ken Sugimori,,,
314,Illumise,G,1,,,71/102,greatencounters,Ken Sugimori,Bent,,
370,Luvdisc,W,1,,,77/106,greatencounters,Motofumi Fujiwara,,,
56,Mankey,Fg,1,,,79/106,greatencounters,Ken Sugimori,,,
258,Mudkip,W,1,,,80/106,greatencounters,Emi Yoshida,Yes,,
137,Porygon,N,1,,,81/106,greatencounters,Kent Kanetsuna,,,
79,Slowpoke,W,1,,,82/106,greatencounters,Saya Tsuruta,,,8/17/2019
218,Slugma,F,1,,,83/106,greatencounters,Masakazu Fukuda,,,
209,Snubbull,N,1,,,84/106,greatencounters,Atsuko Nishida,,,
114,Tangela,G,1,,,87/106,greatencounters,Sumiyoshi Kizuki,,,
175,Togepi,N,1,,,88/106,greatencounters,Ken Sugimori,Cut,,
252,Treecko,G,1,,,90/106,greatencounters,Kouki Saitou,Used,,8/20/2019
13,Weedle,G,1,,,93/106,greatencounters,Mitsuhiro Arita,,,
T,Felicity's Drawing,Su,2,,,98/106,greatencounters,Ken Sugimori,,,
T,Rare Candy,T,2,,World Championships 2008,102/106,greatencounters,Ryo Ueda,,,7/20/2019
488,Cresselia X,P,5,Full,,103/106,greatencounters,Shizurow,,,
159,Croconaw,El,2,,Delta Species,27/101,dragonfrontiers,Yuka Morii,,,
125,Electabuzz,Fg,2,,Delta Species,29/101,dragonfrontiers,Ken Sugimori,Used,,8/20/2019
156,Quilava,P,2,,Delta Species,36/101,dragonfrontiers,Midori Harada,Used,,8/20/2019
329,Vibrava,P,2,,Delta Species,42/101,dragonfrontiers,Midori Harada,Used,,8/20/2019
152,Chikorita,Fg,1,,Delta Species,44/101,dragonfrontiers,Yuka Morii,,,
155,Cyndaquil,P,1,,Delta Species,45/101,dragonfrontiers,Atsuko Nishida,Used,,8/20/2019
349,Feebas,F,1,,Delta Species,49/101,dragonfrontiers,Yukiko Baba,Used,,8/20/2019
116,Horsea,Fg,1,Art,Delta Species,50/101,dragonfrontiers,Hisao Nakamura,,,
29,Nidoran F,Sl,1,,Delta Species,56/101,dragonfrontiers,Hajime Kusajima,Used,,8/20/2019
280,Ralts,F,1,,Delta Species,61/101,dragonfrontiers,Kyoko Umemoto,Used,,8/20/2019
86,Seel,N,1,,Delta Species,62/101,dragonfrontiers,Hajime Kusajima,Used,,8/20/2019
90,Shellder,Fg,1,,Delta Species,63/101,dragonfrontiers,Hisao Nakamura,,,
276,Tailow,F,1,,Delta Species,66/101,dragonfrontiers,Miki Tanaka,,,
158,Totodile,El,1,,,67/101,dragonfrontiers,Hisao Nakamura,,,
328,Trapinch,P,2,,Delta Species,68/101,dragonfrontiers,Midori Harada,,,
194,Wooper,G,1,,Delta Species,71/101,dragonfrontiers,Tomokazu Komiya,Used,,8/20/2019
103,Exeggutor,Fg,2,,Delta Species,41/110,holonphantoms,Midori Harada,Used,,8/20/2019
319,Sharpedo,Fg,2,,Delta Species,53/110,holonphantoms,Mitsuhiro Arita,,,
102,Exeggcute,Fg,1,,Delta Species,65/110,holonphantoms,Atsuko Nishida,Used,,8/20/2019
129,Magikarp,Sl,1,,Delta Species,69/110,holonphantoms,Midori Harada,Used,,8/20/2019
16,Pidgey,El,1,,Delta Species,77/110,holonphantoms,Mitsuhiro Arita,Used,,8/20/2019
283,Surskit,G,1,,,82/110,holonphantoms,Atsuko Nishida,,,7/20/2019
43,Oddish,G,1,Reverse,,1/149,boundariescrossed,Kanako Eo,,,
182,Bellossom,G,3,,,4/149,boundariescrossed,Mizue,,,
114,Tangela,G,1,,,5/149,boundariescrossed,MAHOU,,,
123,Scyther,G,1,,,7/149,boundariescrossed,kawayoo,,,
322,Numel,F,1,,,21/149,boundariescrossed,match,,,7/20/2019
323,Camerupt,F,3,,,22/149,boundariescrossed,Akira Komayama,,,
554,Darumaka,F,1,,,27/149,boundariescrossed,Aya Kusube,,,
9,Blastoise,W,3,,,31/149,boundariescrossed,Satoshi Shirai,,,
55,Golduck,W,3,,,35/149,boundariescrossed,Kagemaru Himeno,,,
225,Delibird,W,2,,,38/149,boundariescrossed,Sumiyoshi Kizuki,,,
581,Swanna,W,2,,,43/149,boundariescrossed,Suwama Chiaki,,,
25,Pikachu,El,1,,,50/149,boundariescrossed,Ken Sugimori,,,
100,Voltorb,El,1,,,51/149,boundariescrossed,Ken Sugimori,,,
125,Electabuzz,El,1,Reverse,,53/149,boundariescrossed,Shigenori Negishi,,,
543,Venipede,P,1,,,72/149,boundariescrossed,Shigenori Negishi,,,
207,Gligar,Fg,1,,,80/149,boundariescrossed,Atsuko Nishida,,,
83,Farfetch'd,N,2,,,107/149,boundariescrossed,Ken Sugimori,,,
276,Tailow,N,1,,,112/149,boundariescrossed,Ken Sugimori,,,
519,Pidove,N,1,,,123/149,boundariescrossed,Tomakazu Komiya,,,
T,Rocky Helmet,I,2,,,133/149,boundariescrossed,Ryo Ueda,,,
T,Skyla,Su,2,,,134/149,boundariescrossed,Yusuke Ohmura,,,
31,Giovanni's Nidoqueen,G,3,,,23/132,gymchallenge,Ken Sugimori,Tattered,,
358,Chimecho,P,3,,,22/123,mysterioustreasures,Daisuke Ito,,,
169,Crobat,P,3,,,23/123,mysterioustreasures,Masakazu Fukuda,Busted Edges,,
409,Ramparados,Fg,3,Reverse,,33/123,mysterioustreasures,Kazuyuki Kano,,,
201,Unown I,P,3,,,37/123,mysterioustreasures,Daisuke Ito,,,
85,Dodrio,N,2,,,46/123,mysterioustreasures,Masakazu Fukuda,Used,,8/20/2019
206,Dunsparce,N,2,,,47/123,mysterioustreasures,Midori Harada,,,7/20/2019
440,Happiny,N,2,,,52/123,mysterioustreasures,Yuka Morii,,,
63,Abra,P,1,,,69/123,mysterioustreasures,Ken Sugimori,Used,,8/20/2019
304,Aron,Sl,1,Reverse,,71/123,mysterioustreasures,Yuka Morii,,,
339,Barboach,W,1,,,72/123,mysterioustreasures,Ken Sugimori,Used,,8/20/2019
436,Bronzor,Sl,1,,,74/123,mysterioustreasures,Ken Sugimori,Used,,8/20/2019
418,Buizel,W,1,,,75/123,mysterioustreasures,Kenkichi Toyama,Used,,8/20/2019
113,Chansey,N,1,,,76/123,mysterioustreasures,Atsuko Nishida,Used,,8/20/2019
84,Doduo,N,1,,,80/123,mysterioustreasures,Ken Sugimori,Used,,8/20/2019
309,Electrike,El,1,,,81/123,mysterioustreasures,Kouki Saitou,,,
102,Exeggcute,G,1,,,82/123,mysterioustreasures,Ken Sugimori,Used,,8/20/2019
240,Magby,F,1,,,88/123,mysterioustreasures,Midori Harada,Used,,8/20/2019
198,Murkrow,D,1,,,90/123,mysterioustreasures,Atsuko Nishida,Used,,8/20/2019
223,Remoraid,W,1,,,95/123,mysterioustreasures,Sumiyoshi Kizuki,,,
27,Sandshrew,Fg,1,,,96/123,mysterioustreasures,Ken Sugimori,,,
403,Shinx,El,1,,,98/123,mysterioustreasures,Lee HyunJung,Used,,8/20/2019
361,Snorunt,W,1,,,100/123,mysterioustreasures,Kagemaru Himeno,Used,,8/20/2019
363,Spheal,W,1,,,102/123,mysterioustreasures,Sumiyoshi Kizuki,Used,,8/20/2019
167,Spinarak,G,1,,,103/123,mysterioustreasures,Kagemaru Himeno,Used,,8/20/2019
216,Teddiursa,N,1,,,105/123,mysterioustreasures,Yuka Morii,Used,,8/20/2019
T,Bebe's Search,Su,2,,,109/123,mysterioustreasures,Ken Sugimori,,,
T,Dusk Ball,T,2,,,110/123,mysterioustreasures,Ryo Ueda,,,
T,Quick Ball,T,2,,,114/123,mysterioustreasures,Ryo Ueda,,,
6,Charizard,F,4,Art,,19/113,legendarytreasures,Tokiya,,,
146,Moltres,F,3,Art,,22/113,legendarytreasures,Mitsuhiro Arita,,,
537,Seismitoad,W,3,,,42/113,legendarytreasures,Hajime Kusajima,,,
178,Xatu,P,3,,,56/113,legendarytreasures,Kouki Saitou,Paint Chipping,,
280,Ralts,P,1,,,59/113,legendarytreasures,Naoyo Kimura,,,7/20/2019
133,Eevee,N,2,Reverse,,RC14/RC25,legendarytreasures,kirisAki,,,
573,Cinccino,N,2,Reverse,,RC19/RC25,legendarytreasures,Kagemaru Himeno,,,
587,Emolga,El,5,Full,Full Art,RC23/RC25,legendarytreasures,Atsuko Nishida,,,
14,Kakuna,G,2,,,4/146,xy,Kouki Saitou,,,
15,Beedrill,G,3,,,5/146,xy,Shin Nagasawa,,,
650,Chespin,G,1,,,12/146,xy,5ban Graphics,,,
651,Quilladin,G,2,,,13/146,xy,5ban Graphics,,,
652,Chesnaught,G,3,Art,,14/146,xy,5ban Graphics,,,
665,Spewpa,G,2,,,16/146,xy,5ban Graphics,,,
672,Skiddo,G,1,,,18/146,xy,5ban Graphics,,,
673,Gogoat,G,3,Reverse,,19/146,xy,5ban Graphics,,,
513,Pansear,F,1,,,22/146,xy,Tomakazu Komiya,,,
653,Fennekin,F,1,,,24/146,xy,5ban Graphics,,,
655,Delphox,F,3,Art,,26/146,xy,5ban Graphics,,,
9,Blastoise EX,W,5,Art,Full Art,29/146,xy,Eske Yoshinob,,,9/7/2019
9,M Blastoise EX,W,5,Full,Full Art,30/146,xy,5ban Graphics,,,
91,Cloyster,W,3,,,32/146,xy,Masakazu Fukada,,,
120,Staryu,W,1,,,33/146,xy,Sumiyoshi Kizuki,,,
515,Panpour,W,1,,,37/146,xy,Kyoko Umemoto,,,
657,Frogadier,W,2,,,40/146,xy,5ban Graphics,,,
658,Greninja,W,3,Art,,41/146,xy,5ban Graphics,,,
26,Raichu,El,3,Reverse,,43/146,xy,Mitsuhiro Arita,,,
101,Electrode,El,2,,,45/146,xy,Shigenori Negishi,,,
325,Spoink,P,1,,,49/146,xy,Atsuko Nishida,,,
326,Grumpig,P,3,Reverse,,50/146,xy,sui,,,
543,Venipede,P,1,,,51/146,xy,sui,,,
544,Whirlipede,P,2,,,52/146,xy,Kagemaru Himeno,,,
50,Diglett,Fg,1,,,58/146,xy,Kanako Eo,,,
111,Rhyhorn,Fg,1,,,60/146,xy,MAHOU,,,
553,Krookodile,D,3,,,71/146,xy,match,,,
570,Zorua,D,1,,,72/146,xy,Toyste Beach,,,
686,Inkay,D,2,,,74/146,xy,5ban Graphics,,,
686,Inkay,D,1,Reverse,,75/146,xy,5ban Graphics,,,
717,Yveltal,D,5,Full,Full Art,79/146,xy,5ban Graphics,,,
624,Pawniard,Sl,1,,,81/146,xy,Midori Harada,,,
679,Honedge,Sl,1,,,83/146,xy,5ban Graphics,,,
680,Doublade,Sl,2,Reverse,,84/146,xy,5ban Graphics,,,
681,Aegislash,Sl,3,Art,,86/146,xy,5ban Graphics,,,
39,Jigglypuff,Fa,1,,,87/146,xy,Kanako Eo,,,
684,Swirlix,Fa,1,,,94/146,xy,5ban Graphics,,,
84,Doduo,N,1,,,98/146,xy,Sumiyoshi Kizuki,,,
85,Dodrio,N,2,,,99/146,xy,Kanako Eo,,,
276,Tailow,N,1,,,102/146,xy,sui,,,
277,Swellow,N,3,,,103/146,xy,Mizue,,,
300,Skitty,N,1,,,104/146,xy,kawayoo,,,
399,Bidoof,N,1,,,106/146,xy,Kagemaru Himeno,,,
400,Bibarel,N,3,,,107/146,xy,Kyoko Umemoto,,,
506,Lillipup,N,1,,,108/146,xy,match,,,
508,Stoutland,N,3,Reverse,,110/146,xy,Kouki Saitou,,,
661,Fletchling,N,1,Reverse,,113/146,xy,5ban Graphics,,,
T,Fairy Garden,S,2,,,117/146,xy,Ryo Ueda,,,
T,Cassius,Su,2,,,115/146,xy,Masakazu Fukada,,,
T,Professor Sycamore,Su,2,,,122/146,xy,Yusuke Ohmura,,,
T,Professor's Letter,I,2,Full,,123/146,xy,5ban Graphics,,,
T,Team Flare Grunt,Su,2,,,129/146,xy,Yusuke Ohmura,,,
130,Gyarados,W,3,Reverse,,6/102,baseset1,Mitsuhiro Arita,,,7/23/2019
68,Machamp,Fg,3,Reverse,,8/102,baseset1,Ken Sugimori,Torn / Scratched,,
82,Magneton,El,3,Reverse,,9/102,baseset1,Keiji Kinebuchi,,,
150,Mewtwo,P,3,Art,,10/102,baseset1,Ken Sugimori,,,
17,Pidgeotto,N,3,,,22/102,baseset1,Ken Sugimori,,,
59,Arcanine,F,2,,,23/102,baseset1,Ken Sugimori,Bent,,
5,Charmeleon,F,2,,,24/102,baseset1,Mitsuhiro Arita,,,
87,Dewgong,W,2,,,25/102,baseset1,Mitsuhiro Arita,,,7/23/2019
147,Dratini,N,2,,Shadowless,26/102,baseset1,Ken Sugimori,,,
83,Farfetch'd,N,2,,,27/102,baseset1,Ken Sugimori,,,
58,Growlithe,F,2,,,28/102,baseset1,Ken Sugimori,,,
93,Haunter,P,2,,,29/102,baseset1,Keiji Kinebuchi,,,
2,Ivysaur,G,2,,,30/102,baseset1,Ken Sugimori,Tattered,,
124,Jynx,P,2,,,31/102,baseset1,Ken Sugimori,,,
64,Kadabra,P,2,,,32/102,baseset1,Ken Sugimori,,,
67,Machoke,Fg,2,,,34/102,baseset1,Ken Sugimori,Torn,,
129,Magikarp,W,2,,Shadowless,35/102,baseset1,Mitsuhiro Arita,,,
126,Magmar,F,2,,,36/102,baseset1,Ken Sugimori,,,
61,Poliwhirl,W,2,,,38/102,baseset1,Ken Sugimori,,,
137,Porygon,N,2,,,39/102,baseset1,Tomoaki Imakuni,,,
20,Raticate,N,2,,,40/102,baseset1,Ken Sugimori,,,
84,Doduo,N,1,,,40/102,baseset1,Mitsuhiro Arita,,,
86,Seel,W,2,,,41/102,baseset1,Ken Sugimori,,,
63,Abra,P,1,,,43/102,baseset1,Mitsuhiro Arita,,,
1,Bulbasaur,G,1,,,44/102,baseset1,Mitsuhiro Arita,,,7/23/2019
4,Charmander,F,1,,,46/102,baseset1,Mitsuhiro Arita,,,
50,Diglett,Fg,1,,,47/102,baseset1,Keiji Kinebuchi,,,
84,Doduo,N,1,,,48/102,baseset1,Mitsuhiro Arita,,,7/23/2019
96,Drowzee,P,1,,,49/102,baseset1,Ken Sugimori,,,
92,Gastly,P,1,,,50/102,baseset1,Keiji Kinebuchi,,,
109,Koffing,G,1,,,51/102,baseset1,Mitsuhiro Arita,,,
66,Machop,Fg,1,,,52/102,baseset1,Mitsuhiro Arita,,,
81,Magnemite,El,1,,,53/102,baseset1,Keiji Kinebuchi,,,7/23/2019
11,Metapod,G,1,,,54/102,baseset1,Ken Sugimori,,,
32,Nidoran M,G,1,,,55/102,baseset1,Ken Sugimori,,,7/23/2019
95,Onix,Fg,1,,,56/102,baseset1,Ken Sugimori,,,
25,Pikachu,El,1,,,58/102,baseset1,Mitsuhiro Arita,Bent,,
60,Poliwag,W,1,,,59/102,baseset1,Ken Sugimori,,,
77,Ponyta,F,1,,Shadowless,60/102,baseset1,Ken Sugimori,,,
7,Squirtle,W,1,,,63/102,baseset1,Mitsuhiro Arita,Tattered,,
121,Starmie,W,1,,,64/102,baseset1,Keiji Kinebuchi,Corners Bad,,
120,Staryu,W,1,,,65/102,baseset1,Keiji Kinebuchi,Bent,,
114,Tangela,G,1,,,66/102,baseset1,Mitsuhiro Arita,,,
100,Voltorb,El,1,,,67/102,baseset1,Keiji Kinebuchi,,,
37,Vulpix,F,1,,,68/102,baseset1,Ken Sugimori,,,
T,Computer Search,T,3,,,71/102,baseset1,Keiji Kinebuchi,,,
T,Devolution Spray,T,3,,,72/102,baseset1,Keiji Kinebuchi,,,
T,Imposter Professor Oak,T,3,,,73/102,baseset1,Ken Sugimori,,,
T,Pokemon Trader,T,3,,,77/102,baseset1,Ken Sugimori,,,
T,Scoop Up,T,3,,,78/102,baseset1,Keiji Kinebuchi,,,
T,Defender,T,2,,,80/102,baseset1,Keiji Kinebuchi,,,
T,Full Heal,T,2,,,82/102,baseset1,Keiji Kinebuchi,,,
T,Maintenance,T,2,,,83/102,baseset1,Keiji Kinebuchi,,,
T,PlusPower,T,2,,,84/102,baseset1,Keiji Kinebuchi,,,
T,Pokemon Center,T,2,,,85/102,baseset1,Keiji Kinebuchi,,,
T,Pokedex,T,2,,,87/102,baseset1,Keiji Kinebuchi,,,
T,Professor Oak,T,2,,,88/102,baseset1,Ken Sugimori,,,
T,Super Potion,T,2,,,90/102,baseset1,Keiji Kinebuchi,,,
T,Bill,T,1,,,91/102,baseset1,Ken Sugimori,,,
T,Energy Removal,T,1,,,92/102,baseset1,Keiji Kinebuchi,,,
T,Gust of Wind,T,1,,,93/102,baseset1,Keiji Kinebuchi,,,
T,Potion,T,1,,,94/102,baseset1,Keiji Kinebuchi,,,
T,Switch,T,1,,,95/102,baseset1,Keiji Kinebuchi,,,
T,Double Colorless,E,2,,,96/102,baseset1,Keiji Kinebuchi,,,
T,Fight Energy,E,,,,97/102,baseset1,Keiji Kinebuchi,,,
T,Fire Energy,E,,,,98/102,baseset1,Keiji Kinebuchi,,,
T,Grass Energy,E,,,,99/102,baseset1,Keiji Kinebuchi,,,
T,Electric Energy,E,,,,100/102,baseset1,Keiji Kinebuchi,,,
T,Psychic Energy,E,,,,101/102,baseset1,Keiji Kinebuchi,,,
T,Water Energy,E,,,,102/102,baseset1,Keiji Kinebuchi,,,
28,Sandslash,Fg,3,,,29/123,heartgoldsoulsilver,Yukiko Baba,,,
192,Sunflora,G,3,,,31/123,heartgoldsoulsilver,Yuka Morii,,,
222,Corsola,W,2,,,37/123,heartgoldsoulsilver,TOKIYA,,,
201,Unown,P,2,,,55/123,heartgoldsoulsilver,Hideaki Hakozaki,,,
102,Exeggcute,P,1,,,63/123,heartgoldsoulsilver,Miki Tanaka,,,7/20/2019
58,Growlithe,F,1,,,65/123,heartgoldsoulsilver,Naoki Saito,Bent,,
163,Hoothoot,N,1,,,66/123,heartgoldsoulsilver,Suwama Chiaki,,,
167,Spinarak,G,1,,,83/123,heartgoldsoulsilver,Ken Sugimori,,,
191,Sunkern,G,1,,,85/123,heartgoldsoulsilver,Yuka Morii,,,
10,Caterpie,G,1,,,1/106,flashfire,Sumiyoshi Kizuki,,,
11,Metapod,G,2,,,2/106,flashfire,Kawayoo,,,
12,Butterfree,G,3,,,3/106,flashfire,sui,,,
204,Pineco,G,1,,,4/106,flashfire,Suwama Chiaki,,,
273,Seedot,G,1,Reverse,,5/106,flashfire,Naoyo Kimura,,,
274,Nuzleaf,G,2,,,6/106,flashfire,Midori Harada,,,
275,Shiftry,G,3,Art,,7/106,flashfire,Kouki Saitou,,,
315,Roselia,G,1,Reverse,,8/106,flashfire,kirisAki,,,
407,Roserade,G,2,,,9/106,flashfire,Masakazu Fukuda,,,
556,Maractus,G,2,,,10/106,flashfire,match,,,
6,M Charizard EX,F,5,Full,Full Art,13/106,flashfire,5ban Graphics,,,
77,Ponyta,F,1,Reverse,,14/106,flashfire,Tomakazu Komiya,,,
78,Rapidash,F,2,Reverse,,15/106,flashfire,Akira Komayama,,,
324,Torkoal,F,2,Reverse,,16/106,flashfire,Akira Komayama,,,
662,Fletchinder,F,2,,,17/106,flashfire,5ban Graphics,,,
667,Litleo,F,1,Reverse,,18/106,flashfire,5ban Graphics,,,
667,Litleo,F,1,Reverse,,19/106,flashfire,5ban Graphics,,,
668,Pyroar,F,3,Reverse,,20/106,flashfire,5ban Graphics,,,
211,Qwilfish,W,3,,,21/106,flashfire,Kouki Saitou,,,
349,Feebas,W,1,,,22/106,flashfire,Shigenori Negishi,,,
350,Milotic,W,3,Reverse,,23/106,flashfire,Shin Nagasawa,,,
363,Spheal,W,1,,,24/106,flashfire,Kagemaru Himeno,,,
364,Sealeo,W,2,,,25/106,flashfire,Mitsuhiro Arita,,,
365,Walrein,W,3,,,26/106,flashfire,Naoki Saito,,,
370,Luvdisc,W,2,,,27/106,flashfire,Atsuko Nishida,,,
418,Buizel,W,1,,,28/106,flashfire,sui,,,
419,Floatzel,W,3,,,29/106,flashfire,Kanako Eo,,,
712,Bergmite,W,1,,,30/106,flashfire,5ban Graphics,,,
713,Avalugg,W,2,,,31/106,flashfire,5ban Graphics,,,
403,Shinx,El,1,,,32/106,flashfire,Sanosuke Sakuma,,,
404,Luxio,El,2,,,33/106,flashfire,Akira Komayama,,,
405,Luxray,El,3,,,34/106,flashfire,Hitoshi Ariga,,,
694,Helioptile,El,1,Reverse,,36/106,flashfire,5ban Graphics,,,
695,Heliolisk,El,3,,,37/106,flashfire,5ban Graphics,,,
355,Duskull,P,1,,,38/106,flashfire,match,,,
356,Dusclops,P,2,Reverse,,39/106,flashfire,MAHOU,,,
477,Dusknoir,P,3,,,40/106,flashfire,Suwama Chiaki,,,
677,Espurr,P,1,,,42/106,flashfire,5ban Graphics,,,
678,Meowstic,P,3,,,43/106,flashfire,5ban Graphics,,,
690,Skrelp,P,1,Reverse,,44/106,flashfire,5ban Graphics,,,
74,Geodude,Fg,1,,,45/106,flashfire,MAHOU,,,
75,Graveler,Fg,2,,,46/106,flashfire,Naoyo Kimura,,,
76,Golem,Fg,3,,,47/106,flashfire,Sumiyoshi Kizuki,,,
688,Binacle,Fg,1,Reverse,,48/106,flashfire,5ban Graphics,,,
689,Barbaracle,Fg,3,,,49/106,flashfire,5ban Graphics,,,
215,Sneasel,D,2,,,50/106,flashfire,Mizue,,,
215,Sneasel,D,1,Reverse,,51/106,flashfire,match,,,
461,Weavile,D,5,Reverse,,52/106,flashfire,Shigenori Negishi,,,
434,Stunky,D,1,Reverse,,53/106,flashfire,Kyoko Umemoto,,,
434,Stunky,D,1,,,54/106,flashfire,Masakazu Fukuda,,,
435,Skuntank,D,3,Reverse,,55/106,flashfire,kirisAki,,,
551,Sandile,D,1,,,56/106,flashfire,Masakazu Fukuda,,,
552,Krokorok,D,2,,,57/106,flashfire,Naoki Saito,,,
559,Scraggy,D,1,Reverse,,58/106,flashfire,Naoki Saito,,,
560,Scrafty,D,3,Reverse,,59/106,flashfire,Hitashi Ariga,,,
205,Forretress,Sl,3,Reverse,,60/106,flashfire,Tamokazu Komiya,,,
632,Durant,Sl,3,,,61/106,flashfire,Midori Harada,,,
669,Flabebe,Fa,1,,,62/106,flashfire,5ban Graphics,,,
669,Flabebe,Fa,1,,,63/106,flashfire,5ban Graphics,,,
670,Floette,Fa,3,,,64/106,flashfire,5ban Graphics,,,
670,Floette,Fa,2,,,65/106,flashfire,5ban Graphics,,,
671,Florges,Fa,3,Reverse,,66/106,flashfire,5ban Graphics,,,
682,Spritzee,Fa,1,Reverse,,67/106,flashfire,5ban Graphics,,,
703,Carbink,Fa,3,Art,,68/106,flashfire,5ban Graphics,,,
621,Druddigon,Dr,5,Reverse,,70/106,flashfire,Ryota Murayama,,,
691,Dragalge,Dr,3,,,71/106,flashfire,5ban Graphics,,,
704,Goomy,Dr,1,,,72/106,flashfire,5ban Graphics,,,
705,Sliggoo,Dr,2,,,73/106,flashfire,5ban Graphics,,,
706,Goodra,Dr,3,,,74/106,flashfire,5ban Graphics,,,
16,Pidgey,N,1,,,75/106,flashfire,Atsuko Nishida,,,
17,Pidgeotto,N,2,Reverse,,76/106,flashfire,Shin Nagasawa,,,
18,Pidgeot,N,3,Reverse,,77/106,flashfire,Kawayoo,,,
143,Snorlax,N,3,,,80/106,flashfire,Mitsuhiro Arita,,,
161,Sentret,N,1,Reverse,,81/106,flashfire,Mizue,,,
162,Furret,N,3,,,82/106,flashfire,Kagemaru Himeno,,,
241,Miltank,N,2,Reverse,,83/106,flashfire,Kanado Eo,,,
427,Buneary,N,1,Reverse,,84/106,flashfire,Kyoko Umemoto,,,
428,Lopunny,N,3,,,85/106,flashfire,Sanosuke Sakuma,,,
661,Fletchling,N,1,,,86/106,flashfire,5ban Graphics,,,
676,Forfrou,N,2,,,87/106,flashfire,5ban Graphics,,,
T,Blacksmith,Su,2,,,88/106,flashfire,Masakazu Fukuda,,,
T,Fiery Torch,I,2,,,89/106,flashfire,Toyste Beach,,,
T,Lysandre,Su,2,Full,,90/106,flashfire,Ken Sugimori,,,
T,Magnetic Storm,S,2,Full,,91/106,flashfire,Ryo Ueda,,,
T,Pal Pad,I,2,,,92/106,flashfire,PLANETA,,,
T,Pokemon Center Lady,Su,2,,,93/106,flashfire,Maiko Fujwara,,,
T,Pokemon Fan Club,Su,2,,,94/106,flashfire,Yusuke Ohmura,,,
T,Protection Cube,I,2,,,95/106,flashfire,Toyste Beach,,,
T,Sacred Ash,I,2,,,96/106,flashfire,PLANETA,,,
T,Startling Megaphone,I,2,,,97/106,flashfire,Toyste Beach,,,
T,Trick Shovel,I,2,,,98/106,flashfire,PLANETA,,,
T,Ultra Ball,I,2,,,99/106,flashfire,5ban Graphics,,,
115,Kangaskhan EX,N,5,Full,Full Art / Ridged,103/106,flashfire,Ryo Ueda,,,
T,Pokemon Center Lady,Su,5,Full,Full Art / Ridged,105/106,flashfire,Megumi Mizutani,,,
142,Aerodactyl,Fg,3,Reverse,,13/99,arceus,Masokazu Fukuda,,,
5,Charmeleon,F,2,,,25/99,arceus,Sumiyoshi Kizuki,,,
78,Rapidash,F,3,,,28/99,arceus,Lee HyunJung,Dirty,,
437,Bronzong,Sl,2,,,33/99,arceus,Masakazu Fukuda,Used,,8/20/2019
316,Gulpin,P,2,,,40/99,arceus,Sachiko Adachi,Used,,8/20/2019
93,Haunter,P,2,,,41/99,arceus,Tomokazu Komiya,,,
404,Luxio,El,2,,,43/99,arceus,Suwama Chiaki,,,
413,Wormadam,Fg,2,,,50/99,arceus,Atsuko Nishida,,,
371,Bagon,N,1,,,52/99,arceus,Naoyo Kimura,,,
436,Bronzor,Sl,1,,,54/99,arceus,Masakazu Fukuda,,,7/20/2019
412,Burmy (Sandy),G,1,Reverse,,57/99,arceus,Tomokazu Komiya,,,
412,Burmy (Trash),G,1,,,58/99,arceus,Yukiko Baba,,,
420,Cherubi,G,1,,,60/99,arceus,Yuka Morii,,,
453,Croagunk,Fg,1,,,61/99,arceus,Tomokazu Komiya,,,
309,Electrike,El,1,,,62/99,arceus,Yukiko Baba,,,
296,Makuhita,Fg,1,,,68/99,arceus,sui,,,
19,Rattata,N,1,,,73/99,arceus,Miki Tanaka,,,
361,Snorunt,W,1,,,75/99,arceus,Yuka Morii,,,
278,Wingull,W,1,,,80/99,arceus,Kyoko Umemoto,,,
T,Bench Shield,T,2,,,83/99,arceus,Wataru Kawahara,,,
T,Old Amber,T,2,,,89/99,arceus,Ryo Ueda,,,
237,Hitmontop,Fg,3,Art,,8/95,calloflegends,Shigenori Negishi,,,
237,Hitmontop,Fg,3,Reverse,,8/95,calloflegends,Shigenori Negishi,,,
173,Cleffa,N,3,,,24/95,calloflegends,sui,,,
210,Granbull,N,3,,,26/95,calloflegends,Mizue,,,
199,Slowking,Fa,3,,,32/95,calloflegends,Sumiyoshi Kizuki,,,
143,Snorlax,N,3,,,33/95,calloflegends,Kent Kanetsuna,,,
465,Tangrowth,G,3,,,34/95,calloflegends,Hideaki Hakozaki,,,
217,Ursaring,N,3,,,37/95,calloflegends,Kouki Saito,,,
153,Bayleef,G,2,,,40/95,calloflegends,Shin Nagasawa,,,
159,Croconaw,W,2,Reverse,,41/95,calloflegends,kawayoo,,,
232,Donphan,Fg,2,,,42/95,calloflegends,Midori Harada,,,
180,Flaafy,El,2,,,43/95,calloflegends,Masakazu Fukuda,,,
136,Flareon,F,2,,,44/95,calloflegends,kawayoo,,,
135,Jolteon,El,2,,,45/95,calloflegends,Shin Nagasawa,,,
240,Magby,F,2,,,46/95,calloflegends,Akira Komayama,,,
35,Clefairy,N,1,,,54/95,calloflegends,sui,,,
